location,total_sqft,bath,price,bhk,price_per_sqft
Ramamurthy Nagar,1050.0,2.0,37.0,2,3523.809523809524
other,1180.0,2.0,69.0,2,5847.457627118644
Whitefield,1116.0,2.0,51.91,2,4651.433691756272
7th Phase JP Nagar,1070.0,2.0,42.79,2,3999.0654205607475
Varthur,1385.0,2.0,80.0,2,5776.173285198556
Whitefield,1897.0,3.0,130.0,3,6852.925672113864
other,1005.0,2.0,55.78,2,5550.248756218905
Green Glen Layout,1575.0,3.0,125.0,3,7936.507936507936
Subramanyapura,975.0,2.0,65.0,2,6666.666666666667
Hennur Road,1904.0,3.0,120.0,3,6302.5210084033615
Harlur,1174.0,2.0,69.0,2,5877.342419080068
Jigani,918.0,2.0,52.0,2,5664.488017429194
Mahadevpura,1250.0,2.0,52.0,2,4160.0
Sarjapur  Road,1800.0,3.0,110.0,3,6111.111111111111
Marathahalli,1170.0,2.0,53.0,2,4529.91452991453
Jakkur,1710.0,3.0,107.0,3,6257.309941520468
other,1001.0,2.0,33.03,2,3299.7002997002996
Thanisandra,1142.5,2.0,43.415,2,3800.0
Marathahalli,1019.0,2.0,49.86,2,4893.032384690873
Kasavanhalli,1799.0,3.0,90.0,3,5002.77932184547
Kundalahalli,1047.0,2.0,82.0,2,7831.900668576886
other,1282.0,2.0,87.0,2,6786.271450858035
NGR Layout,1020.0,2.0,45.9,2,4500.0
Whitefield,1495.0,2.0,79.5,2,5317.725752508361
other,1611.0,2.0,64.44,3,4000.0
other,1500.0,2.0,95.0,3,6333.333333333333
Sahakara Nagar,1500.0,2.0,95.0,3,6333.333333333333
Hosa Road,1639.0,3.0,80.0,3,4881.0250152532035
Raja Rajeshwari Nagar,1303.0,2.0,55.79,2,4281.657712970069
Brookefield,1440.0,2.0,68.0,3,4722.222222222223
BEML Layout,1060.0,2.0,55.0,2,5188.679245283019
NGR Layout,1020.0,2.0,48.45,2,4750.0
Varthur,1535.0,3.0,65.99,3,4299.022801302931
Haralur Road,1464.0,3.0,56.0,3,3825.136612021858
other,1350.0,2.0,80.0,2,5925.925925925926
Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
Uttarahalli,1175.0,2.0,47.0,2,4000.0
Whitefield,1113.0,2.0,62.0,2,5570.530098831986
Marathahalli,1325.0,2.0,71.55,2,5400.0
Electronics City Phase 1,950.0,2.0,31.0,2,3263.157894736842
Jakkur,1396.0,2.0,86.51,3,6196.991404011461
Rachenahalli,1050.0,2.0,52.07,2,4959.047619047619
Thanisandra,1825.0,3.0,100.0,3,5479.45205479452
7th Phase JP Nagar,1190.0,2.0,49.98,2,4200.0
Marathahalli,1220.0,2.0,56.5,2,4631.147540983607
NRI Layout,1565.0,2.0,75.0,3,4792.332268370607
Hennur Road,1891.0,3.0,109.0,3,5764.1459545214175
Hosa Road,1161.0,2.0,55.15,2,4750.215331610681
Mysore Road,1175.0,2.0,73.5,2,6255.31914893617
Hoodi,1425.0,2.0,80.0,2,5614.035087719299
Somasundara Palya,1255.0,2.0,67.0,2,5338.645418326693
Haralur Road,1810.0,3.0,100.0,3,5524.861878453039
Indira Nagar,1200.0,2.0,93.0,2,7750.0
Harlur,1033.0,2.0,49.0,2,4743.465634075508
other,1548.0,3.0,89.5,3,5781.6537467700255
Horamavu Banaswadi,1611.0,3.0,66.0,3,4096.83426443203
Vidyaranyapura,1485.0,2.0,67.0,3,4511.784511784512
other,1025.0,2.0,44.5,2,4341.463414634146
other,1225.0,2.0,53.0,2,4326.530612244898
5th Phase JP Nagar,1256.0,2.0,62.8,2,5000.0
other,1141.0,2.0,62.0,2,5433.829973707274
Chandapura,1400.0,2.0,60.0,2,4285.714285714285
other,1175.0,2.0,48.27,2,4108.085106382979
Sahakara Nagar,1100.0,2.0,56.0,2,5090.909090909091
Kanakpura Road,1843.0,3.0,95.84,3,5200.217037438958
Horamavu Banaswadi,1460.0,2.0,80.5,2,5513.698630136986
Rachenahalli,1530.0,2.0,74.5,3,4869.281045751634
HSR Layout,1467.0,2.0,55.0,2,3749.147920927062
Vittasandra,1246.0,2.0,64.5,2,5176.565008025682
Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
Hoodi,1420.0,2.0,75.0,2,5281.69014084507
Akshaya Nagar,1280.0,2.0,58.0,2,4531.25
other,1209.0,2.0,50.0,2,4135.6492969396195
other,1800.0,3.0,90.0,3,5000.0
TC Palaya,1600.0,2.0,65.0,3,4062.5
Whitefield,1560.0,2.0,72.0,3,4615.384615384615
Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
Horamavu Agara,1560.0,3.0,75.0,3,4807.692307692308
JP Nagar,1100.0,2.0,70.0,2,6363.636363636364
Hebbal,1036.0,2.0,50.0,2,4826.254826254826
Akshaya Nagar,1662.0,3.0,85.1,3,5120.336943441636
Yelahanka,1234.0,2.0,80.0,2,6482.982171799027
Sarjapur  Road,1403.0,3.0,55.0,3,3920.1710620099784
Kanakapura,929.0,2.0,46.0,2,4951.560818083961
TC Palaya,1350.0,2.0,75.0,3,5555.555555555556
Vasanthapura,1135.0,2.0,39.73,2,3500.440528634361
other,1405.0,2.0,70.0,2,4982.20640569395
Whitefield,1200.0,2.0,45.84,2,3820.0
Yeshwanthpur,1161.0,2.0,64.08,2,5519.37984496124
Kanakpura Road,1290.0,2.0,74.0,2,5736.434108527132
other,1480.0,3.0,90.0,3,6081.081081081081
Kadugodi,1580.0,2.0,65.0,3,4113.9240506329115
Banashankari,1470.0,2.0,88.64,3,6029.931972789115
Sarjapur  Road,1346.0,2.0,61.92,2,4600.297176820208
other,1600.0,3.0,90.0,3,5625.0
other,1200.0,2.0,35.0,2,2916.6666666666665
Jigani,918.0,2.0,48.0,2,5228.75816993464
other,1500.0,3.0,115.0,3,7666.666666666667
Yelahanka,1315.0,2.0,85.0,2,6463.878326996198
Uttarahalli,1390.0,2.0,62.55,3,4500.0
other,1824.0,3.0,125.0,3,6853.070175438596
Hennur Road,1561.0,3.0,95.0,3,6085.842408712364
other,1060.0,2.0,42.0,2,3962.264150943396
Haralur Road,1225.0,2.0,67.38,2,5500.408163265306
Hoodi,1639.0,3.0,110.0,3,6711.4093959731545
Kanakpura Road,1500.0,2.0,69.0,2,4600.0
Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
Marathahalli,1575.0,3.0,78.0,3,4952.380952380952
Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
other,1637.0,3.0,73.0,3,4459.376908979842
Kanakpura Road,1665.0,3.0,86.58,3,5200.0
Electronic City,1265.0,2.0,56.93,2,4500.395256916996
Electronic City,1691.0,2.0,102.0,3,6031.933767001774
Thanisandra,1100.0,2.0,38.0,2,3454.5454545454545
other,1500.0,3.0,62.0,3,4133.333333333333
Choodasandra,1115.0,2.0,50.0,2,4484.304932735426
Mysore Road,1070.0,2.0,45.0,2,4205.607476635514
Budigere,1162.0,2.0,57.0,2,4905.335628227194
other,1339.0,2.0,55.0,2,4107.542942494399
Mahadevpura,1192.0,2.0,75.0,2,6291.946308724832
Haralur Road,1920.0,3.0,115.0,3,5989.583333333333
Hennur,1255.0,2.0,52.32,2,4168.924302788844
other,1600.0,3.0,75.0,3,4687.5
other,1225.0,2.0,55.11,2,4498.775510204082
Kasturi Nagar,1570.0,3.0,80.0,3,5095.541401273886
Thanisandra,1093.0,2.0,70.0,2,6404.391582799634
Basaveshwara Nagar,1865.0,3.0,145.0,3,7774.798927613941
Kaikondrahalli,1039.0,2.0,80.0,2,7699.711260827719
Vittasandra,1246.0,2.0,64.5,2,5176.565008025682
other,1000.0,2.0,50.0,2,5000.0
Bommasandra,1035.0,2.0,41.0,2,3961.352657004831
Dasarahalli,1520.0,2.0,75.0,3,4934.210526315789
Whitefield,1360.0,2.0,95.0,2,6985.294117647059
other,1117.0,2.0,56.0,2,5013.428827215756
EPIP Zone,1330.0,2.0,92.5,2,6954.887218045113
Electronic City,1128.0,2.0,65.49,2,5805.851063829787
Neeladri Nagar,1053.0,2.0,45.0,2,4273.504273504273
Panathur,1198.0,2.0,77.0,2,6427.378964941569
Marathahalli,1152.0,2.0,56.0,2,4861.111111111111
Frazer Town,1625.0,2.0,75.0,2,4615.384615384615
Kundalahalli,1397.0,3.0,105.0,3,7516.1059413027915
Yelahanka,1170.0,2.0,62.5,2,5341.880341880342
other,1480.0,2.0,65.0,2,4391.891891891892
Akshaya Nagar,1897.0,3.0,120.0,3,6325.77754348972
Rachenahalli,996.0,2.0,67.0,2,6726.907630522089
Haralur Road,1875.0,3.0,110.0,3,5866.666666666667
other,1500.0,2.0,98.0,3,6533.333333333333
Yelahanka,1450.0,3.0,65.255,3,4500.3448275862065
other,1000.0,2.0,46.5,2,4650.0
Thanisandra,971.5,2.0,36.435,2,3750.386001029336
Bellandur,1281.0,2.0,74.0,2,5776.736924277908
Varthur,1024.0,2.0,42.0,2,4101.5625
Electronic City,1620.0,3.0,62.0,3,3827.1604938271603
Whitefield,1254.0,2.0,40.0,2,3189.792663476874
Doddakallasandra,1233.0,2.0,43.0,2,3487.42903487429
Hosur Road,1510.0,2.0,105.0,3,6953.64238410596
Kaggalipura,950.0,2.0,65.0,2,6842.105263157895
Battarahalli,1945.0,3.0,97.42,3,5008.740359897172
Uttarahalli,1008.0,2.0,45.0,2,4464.285714285715
Yelenahalli,1200.0,2.0,46.17,2,3847.5
Kudlu Gate,1535.0,3.0,85.0,3,5537.459283387622
other,1500.0,3.0,100.0,3,6666.666666666667
Uttarahalli,1390.0,2.0,60.47,3,4350.359712230216
other,1133.0,2.0,55.0,2,4854.368932038835
Kogilu,1170.0,2.0,51.99,2,4443.589743589743
Whitefield,1697.0,3.0,94.79,3,5585.739540365351
Thanisandra,1651.0,3.0,97.38,3,5898.24348879467
OMBR Layout,1078.0,2.0,65.0,2,6029.684601113173
Kasavanhalli,1349.0,2.0,78.0,2,5782.060785767235
7th Phase JP Nagar,1680.0,3.0,120.0,3,7142.857142857143
Garudachar Palya,1060.0,2.0,48.7,2,4594.33962264151
BEML Layout,2000.0,3.0,85.0,3,4250.0
7th Phase JP Nagar,1050.0,2.0,42.0,2,4000.0
Uttarahalli,1617.0,3.0,66.68,3,4123.685837971553
other,1384.0,3.0,62.28,3,4500.0
Devanahalli,1408.0,2.0,85.0,2,6036.931818181818
Uttarahalli,1150.0,2.0,49.0,2,4260.869565217391
Akshaya Nagar,1410.0,2.0,75.0,3,5319.148936170212
other,1508.0,3.0,70.25,3,4658.488063660478
Ramamurthy Nagar,1040.0,2.0,50.0,2,4807.692307692308
TC Palaya,1240.0,2.0,60.0,2,4838.709677419355
Kudlu Gate,1535.0,3.0,78.0,3,5081.4332247557
Lakshminarayana Pura,1180.0,2.0,75.0,2,6355.932203389831
Bannerghatta Road,1400.0,2.0,78.0,2,5571.428571428572
Sarjapur  Road,1035.0,2.0,45.0,2,4347.826086956522
Whitefield,1700.0,3.0,115.0,3,6764.705882352941
Tumkur Road,1586.0,3.0,100.0,3,6305.170239596469
Yelahanka,1120.0,2.0,55.0,2,4910.714285714285
Sarjapur  Road,1128.0,2.0,59.0,2,5230.49645390071
Pai Layout,1006.0,2.0,35.0,2,3479.1252485089462
Amruthahalli,1200.0,2.0,55.0,2,4583.333333333333
other,1250.0,2.0,62.0,2,4960.0
Kannamangala,957.0,2.0,56.0,2,5851.619644723093
Whitefield,1140.0,2.0,41.0,2,3596.4912280701756
other,1050.0,2.0,67.0,2,6380.952380952381
Kasturi Nagar,1565.0,3.0,88.5,3,5654.952076677317
Whitefield,1190.0,2.0,57.0,2,4789.915966386555
Kanakpura Road,1558.67,2.0,65.0,3,4170.222048284755
Whitefield,1403.0,2.0,60.81,3,4334.283677833215
Kanakpura Road,1542.0,2.0,85.0,3,5512.321660181582
Kengeri Satellite Town,1635.0,2.0,78.0,3,4770.642201834862
Mysore Road,1239.0,2.0,53.0,2,4277.643260694108
Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
other,1596.0,3.0,105.0,3,6578.9473684210525
Channasandra,1009.0,2.0,38.34,2,3799.8017839445
Hosa Road,1726.0,3.0,81.99,3,4750.289687137891
Kudlu Gate,1535.0,3.0,86.0,3,5602.605863192182
other,1800.0,3.0,80.0,3,4444.444444444444
TC Palaya,1500.0,2.0,100.0,3,6666.666666666667
other,925.0,2.0,48.0,2,5189.189189189189
other,1395.0,2.0,63.59,2,4558.4229390681
Sonnenahalli,1415.0,2.0,55.0,3,3886.9257950530036
Begur,1419.0,2.0,59.0,3,4157.85764622974
Kasavanhalli,1121.0,2.0,78.0,2,6958.07314897413
KR Puram,1100.0,2.0,47.0,2,4272.727272727273
Hoodi,1606.0,3.0,89.55,3,5575.965130759651
Billekahalli,1650.0,3.0,88.0,3,5333.333333333333
Old Airport Road,1206.0,2.0,75.0,2,6218.905472636816
Sarjapur  Road,1495.0,2.0,64.0,3,4280.936454849499
Balagere,1210.0,2.0,72.0,2,5950.413223140496
Whitefield,1232.0,2.0,45.0,2,3652.5974025974024
Hebbal,1355.0,3.0,83.87,3,6189.667896678967
Electronic City,1070.0,2.0,56.1,2,5242.990654205608
Bommanahalli,1200.0,2.0,40.0,2,3333.3333333333335
Marathahalli,1610.0,3.0,90.0,3,5590.062111801242
Haralur Road,1140.0,2.0,43.0,2,3771.9298245614036
Raja Rajeshwari Nagar,1143.0,2.0,38.65,2,3381.4523184601926
Rachenahalli,1530.0,2.0,74.4,3,4862.745098039216
7th Phase JP Nagar,980.0,2.0,69.0,2,7040.816326530612
Whitefield,1485.0,3.0,65.0,3,4377.104377104377
Whitefield,1280.0,2.0,75.0,2,5859.375
Thanisandra,1265.0,2.0,85.0,2,6719.367588932806
other,1132.0,2.0,67.0,2,5918.727915194347
other,1262.0,2.0,63.0,2,4992.076069730587
JP Nagar,940.0,2.0,49.0,2,5212.765957446809
other,1515.0,3.0,88.0,3,5808.580858085808
other,1655.0,3.0,86.06,3,5200.0
Bommanahalli,1730.0,3.0,96.0,3,5549.132947976878
Kathriguppe,1650.0,3.0,125.0,3,7575.757575757576
KR Puram,1200.0,2.0,71.0,2,5916.666666666667
Hosa Road,1079.0,2.0,32.37,2,2999.9999999999995
Panathur,1085.0,2.0,36.0,2,3317.9723502304146
Yelahanka,1075.0,2.0,51.5,2,4790.697674418605
other,1380.0,2.0,80.0,2,5797.101449275362
other,1450.0,3.0,65.0,3,4482.758620689655
Thubarahalli,1200.0,2.0,78.0,2,6500.0
Hoodi,1639.0,3.0,98.32,3,5998.779743746187
other,1200.0,2.0,54.0,2,4500.0
Vijayanagar,1739.0,3.0,116.0,3,6670.500287521564
Old Madras Road,935.0,2.0,32.72,2,3499.4652406417113
other,1178.0,2.0,47.0,2,3989.8132427843802
BEML Layout,999.0,2.0,45.0,2,4504.504504504504
Kothannur,1100.0,2.0,40.0,2,3636.3636363636365
Lingadheeranahalli,1519.0,3.0,93.0,3,6122.448979591837
Sanjay nagar,1150.0,2.0,72.2,2,6278.260869565217
Marathahalli,1146.0,2.0,70.0,2,6108.202443280978
Kannamangala,1550.0,3.0,65.0,3,4193.548387096775
Raja Rajeshwari Nagar,1610.0,3.0,74.0,3,4596.273291925466
Bellandur,921.0,2.0,40.0,2,4343.105320304017
Sarjapur  Road,1700.0,3.0,110.0,3,6470.588235294118
Sarjapur,1020.0,2.0,35.0,2,3431.372549019608
Billekahalli,1090.0,2.0,52.0,2,4770.642201834862
Haralur Road,1027.0,2.0,44.0,2,4284.323271665044
Thanisandra,1185.0,2.0,42.1,2,3552.7426160337554
Harlur,1197.0,2.0,84.0,2,7017.543859649123
Poorna Pragna Layout,920.0,2.0,39.55,2,4298.91304347826
Raja Rajeshwari Nagar,1105.0,2.0,65.0,2,5882.35294117647
Yeshwanthpur,1850.0,3.0,100.0,3,5405.405405405405
other,1595.0,3.0,76.0,3,4764.8902821316615
Bannerghatta Road,1215.0,2.0,50.0,2,4115.22633744856
Kanakpura Road,900.0,2.0,46.0,2,5111.111111111111
Banashankari Stage III,1145.0,2.0,58.4,2,5100.436681222707
other,1093.0,2.0,65.0,2,5946.935041171088
Bannerghatta Road,1654.0,3.0,100.0,3,6045.949214026602
NGR Layout,1105.0,2.0,52.48,2,4749.321266968326
Babusapalaya,1611.0,2.0,66.0,3,4096.83426443203
other,1367.0,2.0,62.0,2,4535.479151426482
Devanahalli,1010.0,2.0,51.0,2,5049.504950495049
other,1535.0,3.0,95.0,3,6188.9250814332245
Horamavu Agara,982.0,2.0,47.65,2,4852.34215885947
Whitefield,1330.0,2.0,71.0,2,5338.345864661655
Poorna Pragna Layout,1475.0,2.0,58.99,3,3999.322033898305
Bhoganhalli,1410.0,3.0,65.0,3,4609.929078014185
Yelahanka,1614.0,3.0,95.0,3,5885.9975216852545
Neeladri Nagar,1363.0,2.0,68.0,2,4988.994864269993
other,1015.0,2.0,45.0,2,4433.4975369458125
Horamavu Banaswadi,1156.0,2.0,46.0,2,3979.2387543252594
other,1100.0,2.0,62.7,2,5700.0
other,930.0,2.0,45.0,2,4838.709677419355
other,1650.0,2.0,80.0,3,4848.484848484848
KR Puram,1200.0,2.0,90.0,2,7500.0
HRBR Layout,1440.0,2.0,98.0,2,6805.555555555556
Hoodi,1445.0,3.0,65.0,3,4498.269896193771
Singasandra,1030.0,2.0,55.0,2,5339.805825242718
other,1100.0,2.0,60.0,2,5454.545454545455
Hoodi,1575.0,3.0,66.39,3,4215.238095238095
Thigalarapalya,1200.0,2.0,65.0,2,5416.666666666667
Begur Road,1200.0,2.0,43.2,2,3600.0
Kasturi Nagar,1080.0,2.0,80.0,2,7407.407407407408
Akshaya Nagar,1360.0,2.0,85.0,3,6250.0
Jakkur,1865.0,3.0,124.0,3,6648.793565683646
Whitefield,1405.0,2.0,78.0,3,5551.601423487545
Begur Road,1160.0,2.0,44.08,2,3800.0
Hebbal,1790.0,3.0,127.0,3,7094.972067039106
Electronic City,1128.0,2.0,65.65,2,5820.035460992909
Panathur,1180.0,2.0,70.0,2,5932.203389830508
other,1450.0,2.0,85.0,3,5862.068965517241
Rachenahalli,1050.0,2.0,53.5,2,5095.238095238095
Varthur,1125.0,2.0,40.0,2,3555.5555555555557
Vittasandra,1246.0,2.0,68.0,2,5457.463884430176
HSR Layout,1372.0,2.0,61.0,2,4446.064139941691
Dasarahalli,1300.0,2.0,55.0,2,4230.7692307692305
Channasandra,1065.0,2.0,35.0,2,3286.3849765258215
other,1050.0,2.0,45.0,2,4285.714285714285
Uttarahalli,1200.0,2.0,44.0,2,3666.6666666666665
other,1756.0,3.0,100.0,3,5694.760820045558
5th Phase JP Nagar,1207.0,2.0,63.0,2,5219.552609776305
Kalena Agrahara,1765.0,3.0,125.0,3,7082.152974504249
Electronic City,1130.0,2.0,32.64,2,2888.495575221239
other,1532.0,3.0,92.0,3,6005.221932114882
other,1650.0,3.0,110.0,3,6666.666666666667
Doddathoguru,1200.0,2.0,75.0,2,6250.0
Kengeri,1197.0,2.0,50.0,2,4177.109440267335
other,1200.0,2.0,66.0,2,5500.0
other,1180.0,2.0,48.0,2,4067.7966101694915
Ananth Nagar,1100.0,2.0,31.5,2,2863.6363636363635
other,1435.0,3.0,70.0,3,4878.048780487805
other,1200.0,2.0,50.0,2,4166.666666666667
Whitefield,1272.0,2.0,95.05,2,7472.4842767295595
Whitefield,1205.0,2.0,39.0,2,3236.514522821577
Kalena Agrahara,980.0,2.0,40.0,2,4081.6326530612246
Malleshpalya,1225.0,2.0,46.86,2,3825.3061224489797
Whitefield,1541.0,3.0,72.0,3,4672.290720311486
Ramagondanahalli,1610.0,2.0,111.0,3,6894.409937888198
Kaggalipura,950.0,2.0,39.0,2,4105.263157894737
other,1560.0,2.0,66.0,3,4230.7692307692305
Chandapura,1500.0,2.0,60.0,2,4000.0
Malleshpalya,1785.0,3.0,75.0,3,4201.680672268908
Raja Rajeshwari Nagar,1258.0,2.0,63.53,2,5050.079491255962
Electronic City,910.0,2.0,42.0,2,4615.384615384615
Kundalahalli,1291.0,2.0,49.0,2,3795.5073586367157
other,1070.0,2.0,42.0,2,3925.233644859813
Varthur,1012.0,2.0,66.5,2,6571.146245059289
Mahadevpura,1260.0,2.0,57.6,2,4571.428571428572
Sarjapur  Road,1282.0,2.0,72.0,2,5616.224648985959
Kanakpura Road,1843.0,3.0,92.15,3,5000.0
EPIP Zone,1330.0,2.0,86.98,2,6539.849624060151
other,1400.0,2.0,73.0,3,5214.285714285715
Whitefield,1192.0,2.0,71.0,2,5956.375838926175
Thigalarapalya,1297.0,2.0,103.0,2,7941.403238242097
Vijayanagar,1490.0,3.0,100.0,3,6711.4093959731545
Rayasandra,1373.0,3.0,72.0,3,5243.991260014566
7th Phase JP Nagar,1035.0,2.0,41.39,2,3999.0338164251207
Doddakallasandra,1010.0,2.0,40.39,2,3999.009900990099
Sarjapur,1195.0,2.0,42.0,2,3514.644351464435
HSR Layout,1750.0,3.0,95.0,3,5428.571428571428
Malleshpalya,1052.0,2.0,50.0,2,4752.851711026616
Horamavu Banaswadi,1180.0,2.0,58.0,2,4915.254237288135
Raja Rajeshwari Nagar,1128.0,2.0,38.24,2,3390.0709219858154
JP Nagar,1120.0,2.0,33.6,2,3000.0
other,1300.0,2.0,60.0,2,4615.384615384615
Kanakapura,1090.0,2.0,32.69,2,2999.0825688073396
Hosur Road,1427.0,2.0,80.63,3,5650.31534688157
Begur,1580.0,3.0,75.0,3,4746.835443037975
Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
Kanakpura Road,900.0,2.0,46.0,2,5111.111111111111
Kanakpura Road,900.0,2.0,46.0,2,5111.111111111111
Koramangala,1290.0,2.0,100.0,2,7751.937984496124
Yelahanka,1537.0,3.0,120.0,3,7807.417046193884
other,1135.0,2.0,68.0,2,5991.1894273127755
Hoodi,1512.0,3.0,75.77,3,5011.243386243386
other,900.0,2.0,55.0,2,6111.111111111111
Whitefield,1277.0,2.0,61.3,2,4800.313234142522
other,1210.0,2.0,62.0,2,5123.966942148761
other,1464.0,3.0,56.0,3,3825.136612021858
Electronic City,975.0,2.0,37.5,2,3846.153846153846
Rajiv Nagar,1690.0,3.0,125.0,3,7396.449704142012
Hosa Road,1063.0,2.0,31.89,2,3000.0
other,1600.0,3.0,80.0,3,5000.0
Munnekollal,1390.0,3.0,68.0,3,4892.086330935252
Whitefield,1185.0,2.0,40.0,2,3375.5274261603377
Sahakara Nagar,1219.0,2.0,48.0,2,3937.653814602133
Kudlu Gate,1564.0,2.0,92.0,3,5882.35294117647
Hosa Road,1100.0,2.0,37.1,2,3372.7272727272725
other,1600.0,2.0,80.0,3,5000.0
Ramamurthy Nagar,1600.0,3.0,75.0,3,4687.5
Hennur Road,1482.0,2.0,92.0,3,6207.827260458839
other,1200.0,2.0,53.0,2,4416.666666666667
Kengeri,1200.0,2.0,58.0,2,4833.333333333333
Marathahalli,1469.0,3.0,89.0,3,6058.543226684819
Electronics City Phase 1,1160.0,2.0,52.0,2,4482.758620689655
Balagere,1205.0,2.0,78.5,2,6514.522821576764
Gubbalala,1745.0,3.0,125.0,3,7163.323782234957
AECS Layout,1028.0,2.0,42.0,2,4085.603112840467
other,1100.0,2.0,50.0,2,4545.454545454545
other,1269.72,2.0,68.0,2,5355.511451343603
Electronic City Phase II,1266.0,2.0,59.0,2,4660.347551342812
Mysore Road,1060.0,2.0,62.0,2,5849.056603773585
other,1552.0,2.0,51.0,2,3286.082474226804
Talaghattapura,2038.5,3.0,120.0,3,5886.681383370125
Hulimavu,1080.0,2.0,43.2,2,4000.0
other,1300.0,2.0,65.0,2,5000.0
Harlur,1310.0,2.0,50.0,2,3816.793893129771
Horamavu Agara,1650.0,2.0,75.0,3,4545.454545454545
other,1515.0,3.0,93.93,3,6200.0
Raja Rajeshwari Nagar,1157.0,2.0,53.8,2,4649.956784788245
other,1243.0,2.0,58.0,2,4666.130329847144
Rachenahalli,1530.0,2.0,74.39,3,4862.091503267974
Yelahanka,1815.0,3.0,82.0,3,4517.906336088155
Electronic City Phase II,1000.0,2.0,28.88,2,2888.0
Hennur Road,1232.0,2.0,89.0,2,7224.025974025974
Bannerghatta Road,1181.0,2.0,55.0,2,4657.070279424217
other,1616.0,3.0,75.0,3,4641.089108910891
Whitefield,1626.0,3.0,89.0,3,5473.554735547355
Whitefield,1585.0,3.0,88.0,3,5552.05047318612
7th Phase JP Nagar,1370.0,2.0,56.17,2,4100.0
Kanakpura Road,1495.0,2.0,90.0,2,6020.066889632107
Bannerghatta,1375.0,3.0,57.0,3,4145.454545454545
Yelahanka,1150.0,2.0,46.0,2,4000.0
Hebbal,1080.0,2.0,54.0,2,5000.0
Kaikondrahalli,1645.0,3.0,100.0,3,6079.0273556231
other,1410.0,2.0,67.0,2,4751.77304964539
other,1090.0,2.0,31.48,2,2888.0733944954127
Sarjapur  Road,1300.0,2.0,60.0,2,4615.384615384615
other,1254.0,2.0,53.0,2,4226.475279106858
other,1170.0,2.0,86.0,2,7350.427350427351
Panathur,1193.0,2.0,86.0,2,7208.717518860017
Marathahalli,1678.0,3.0,70.0,3,4171.6328963051255
Gunjur,1600.0,3.0,75.0,3,4687.5
Electronics City Phase 1,1750.0,3.0,84.0,3,4800.0
Whitefield,1125.0,2.0,62.0,2,5511.111111111111
other,1000.0,2.0,50.0,2,5000.0
Kasavanhalli,1100.0,2.0,50.0,2,4545.454545454545
Brookefield,1595.0,3.0,88.0,3,5517.241379310345
Whitefield,1280.0,2.0,85.0,2,6640.625
other,920.0,2.0,35.0,2,3804.3478260869565
Choodasandra,1300.0,2.0,57.0,2,4384.615384615385
Harlur,1757.0,3.0,132.0,3,7512.805919180421
Sarjapur,1240.0,2.0,44.0,2,3548.3870967741937
EPIP Zone,1330.0,2.0,93.36,2,7019.548872180451
8th Phase JP Nagar,1062.0,2.0,42.47,2,3999.0583804143125
JP Nagar,1078.0,2.0,45.0,2,4174.397031539888
Bannerghatta Road,1460.0,2.0,72.0,3,4931.506849315068
Mysore Road,980.0,2.0,45.47,2,4639.7959183673465
Sarjapur  Road,1000.0,2.0,40.0,2,4000.0
Sarjapur  Road,1050.0,2.0,62.0,2,5904.761904761905
Hennur Road,1065.0,2.0,42.6,2,4000.0
Sector 7 HSR Layout,1163.0,2.0,98.86,2,8500.42992261393
Tumkur Road,1098.0,2.0,72.0,2,6557.377049180328
5th Phase JP Nagar,1725.0,2.0,100.0,3,5797.101449275362
Thubarahalli,1128.0,2.0,75.0,2,6648.936170212766
Yelahanka,1705.0,3.0,74.16,3,4349.560117302053
Thigalarapalya,1418.0,2.0,95.0,2,6699.576868829337
Hebbal,1100.0,2.0,50.0,2,4545.454545454545
other,1464.0,3.0,56.0,3,3825.136612021858
other,1280.0,2.0,40.0,2,3125.0
other,2000.0,3.0,85.0,3,4250.0
HBR Layout,1722.0,3.0,95.0,3,5516.8408826945415
Jigani,914.0,2.0,47.0,2,5142.231947483589
Hennur Road,1482.0,2.0,83.73,3,5649.797570850203
Kundalahalli,1724.0,3.0,127.0,3,7366.589327146172
other,1670.0,3.0,91.86,3,5500.5988023952095
Banaswadi,1184.0,2.0,53.0,2,4476.351351351352
other,1200.0,2.0,55.0,2,4583.333333333333
TC Palaya,1200.0,2.0,65.0,2,5416.666666666667
Jigani,927.0,2.0,55.0,2,5933.117583603021
other,1242.0,2.0,39.7,2,3196.45732689211
Electronic City,1360.0,2.0,75.0,3,5514.705882352941
7th Phase JP Nagar,1180.0,2.0,72.0,2,6101.6949152542375
Whitefield,1697.0,3.0,108.0,3,6364.172068355922
Hennur,1225.0,2.0,57.0,2,4653.061224489796
other,1488.0,3.0,57.0,3,3830.6451612903224
HSR Layout,1027.0,2.0,44.0,2,4284.323271665044
Kanakpura Road,1699.0,3.0,81.94,3,4822.836962919364
Whitefield,1205.0,2.0,58.0,2,4813.278008298756
